23/11/16 04:08:23 PM | error loadView general | specialists | response 400
15/12/16 11:52:54 AM | error loadView general | view | response 400
15/12/16 11:52:55 AM | error loadView general | view | response 400
15/12/16 11:52:55 AM | error loadView general | view | response 400
15/12/16 11:53:38 AM | error loadView general | view | response 400
15/12/16 11:53:38 AM | error loadView general | view | response 400
15/12/16 11:59:33 AM | error loadView general | view | response 400
15/12/16 11:59:33 AM | error loadView general | view | response 400
15/12/16 12:00:58 PM | error loadView general | view | response 400
15/12/16 12:00:58 PM | error loadView general | view | response 400
15/12/16 12:01:08 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:01:08 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:01:08 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:01:08 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:01:08 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:01:08 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:01:08 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:01:08 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:01:08 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:01:08 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:01:08 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:01:08 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:04:02 PM | error loadView general | view | response 400
15/12/16 12:04:02 PM | error loadView general | view | response 400
15/12/16 12:04:12 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:04:12 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:04:12 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:04:12 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:04:12 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:04:12 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:04:12 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:04:12 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:04:12 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:04:12 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:04:12 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:04:12 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:05:35 PM | error loadView general | view | response 400
15/12/16 12:05:35 PM | error loadView general | view | response 400
15/12/16 12:06:24 PM | error loadView general | view | response 400
15/12/16 12:06:24 PM | error loadView general | view | response 400
15/12/16 12:07:53 PM | error loadView general | view | response 400
15/12/16 12:07:53 PM | error loadView general | view | response 400
15/12/16 12:09:59 PM | error loadView general | view | response 400
15/12/16 12:09:59 PM | error loadView general | view | response 400
15/12/16 12:12:23 PM | error loadView general | view | response 400
15/12/16 12:12:23 PM | error loadView general | view | response 400
15/12/16 12:16:40 PM | error loadView general | view | response 400
15/12/16 12:16:40 PM | error loadView general | view | response 400
15/12/16 12:17:09 PM | error loadView general | view | response 400
15/12/16 12:17:09 PM | error loadView general | view | response 400
15/12/16 12:17:21 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:17:21 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:17:21 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:17:21 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:17:21 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:17:21 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:17:21 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:17:21 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:17:21 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:17:21 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:17:21 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:17:21 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:18:49 PM | error loadView general | view | response 400
15/12/16 12:18:49 PM | error loadView general | view | response 400
15/12/16 12:20:20 PM | error loadView general | view | response 400
15/12/16 12:20:20 PM | error loadView general | view | response 400
15/12/16 12:20:30 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:20:30 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:20:30 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:20:30 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:20:30 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:20:30 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:20:30 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:20:30 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:20:30 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:20:30 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:20:30 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:20:30 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:22 PM | error loadView general | view | response 400
15/12/16 12:28:22 PM | error loadView general | view | response 400
15/12/16 12:28:32 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined index: inputName
Notice on line 49 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 12:28:32 PM | ERROR: [8] Undefined index: inputEmail
Notice on line 53 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 12:28:33 PM | error loadView general | view | response 400
15/12/16 12:28:33 PM | error loadView general | view | response 400
15/12/16 12:28:33 PM | error loadView general | view | response 400
15/12/16 01:44:18 PM | error loadView general | view | response 400
15/12/16 01:44:59 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined index: inputName
Notice on line 49 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 01:44:59 PM | ERROR: [8] Undefined index: inputEmail
Notice on line 53 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 01:45:00 PM | error loadView general | view | response 400
15/12/16 02:04:57 PM | error loadView general | view | response 400
15/12/16 02:05:43 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined index: inputName
Notice on line 49 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 02:05:43 PM | ERROR: [8] Undefined index: inputEmail
Notice on line 53 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 02:05:45 PM | error loadView general | view | response 400
15/12/16 02:05:51 PM | error loadView general | view | response 400
15/12/16 02:05:51 PM | error loadView general | view | response 400
15/12/16 02:15:19 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
15/12/16 02:15:19 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
15/12/16 02:15:19 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
15/12/16 03:41:52 PM | error loadView general | view | response 400
15/12/16 04:35:36 PM | error loadView general | view | response 400
15/12/16 04:35:36 PM | error loadView general | view | response 400
15/12/16 04:38:28 PM | error loadView general | view | response 400
15/12/16 04:38:28 PM | error loadView general | view | response 400
15/12/16 04:39:01 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined index: inputName
Notice on line 50 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 04:39:01 PM | ERROR: [8] Undefined index: inputEmail
Notice on line 54 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 04:39:02 PM | error loadView general | view | response 400
15/12/16 04:39:02 PM | error loadView general | view | response 400
15/12/16 04:39:02 PM | error loadView general | view | response 400
15/12/16 04:39:24 PM | error loadView general | view | response 400
15/12/16 04:39:24 PM | error loadView general | view | response 400
15/12/16 04:43:11 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
15/12/16 04:43:11 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
15/12/16 04:43:11 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
15/12/16 04:50:01 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
15/12/16 04:50:01 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
15/12/16 04:50:01 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
15/12/16 04:58:11 PM | error loadView general | view | response 400
15/12/16 05:00:24 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
